ID_Data;Data;Rok;Miesiac;NumerMiesiaca;Dzien;DzienTygodnia;NumerDniaTygodnia;Weekend;Swieto;Wakacje
313;2022-11-09;2022;November;11;9;Wednesday;3;dzień pracujący;brak święta;brak wakacji
314;2022-11-10;2022;November;11;10;Thursday;4;dzień pracujący;brak święta;brak wakacji
315;2022-11-11;2022;November;11;11;Friday;5;dzień pracujący;Święto Niepodległości;brak wakacji
316;2022-11-12;2022;November;11;12;Saturday;6;weekend;brak święta;brak wakacji
317;2022-11-13;2022;November;11;13;Sunday;7;weekend;brak święta;brak wakacji
318;2022-11-14;2022;November;11;14;Monday;1;dzień pracujący;brak święta;brak wakacji
319;2022-11-15;2022;November;11;15;Tuesday;2;dzień pracujący;brak święta;brak wakacji
320;2022-11-16;2022;November;11;16;Wednesday;3;dzień pracujący;brak święta;brak wakacji
321;2022-11-17;2022;November;11;17;Thursday;4;dzień pracujący;brak święta;brak wakacji
322;2022-11-18;2022;November;11;18;Friday;5;dzień pracujący;brak święta;brak wakacji
323;2022-11-19;2022;November;11;19;Saturday;6;weekend;brak święta;brak wakacji
324;2022-11-20;2022;November;11;20;Sunday;7;weekend;brak święta;brak wakacji
325;2022-11-21;2022;November;11;21;Monday;1;dzień pracujący;brak święta;brak wakacji
326;2022-11-22;2022;November;11;22;Tuesday;2;dzień pracujący;brak święta;brak wakacji
327;2022-11-23;2022;November;11;23;Wednesday;3;dzień pracujący;brak święta;brak wakacji
328;2022-11-24;2022;November;11;24;Thursday;4;dzień pracujący;brak święta;brak wakacji
329;2022-11-25;2022;November;11;25;Friday;5;dzień pracujący;brak święta;brak wakacji
330;2022-11-26;2022;November;11;26;Saturday;6;weekend;brak święta;brak wakacji
331;2022-11-27;2022;November;11;27;Sunday;7;weekend;brak święta;brak wakacji
332;2022-11-28;2022;November;11;28;Monday;1;dzień pracujący;brak święta;brak wakacji
333;2022-11-29;2022;November;11;29;Tuesday;2;dzień pracujący;brak święta;brak wakacji
334;2022-11-30;2022;November;11;30;Wednesday;3;dzień pracujący;brak święta;brak wakacji
335;2022-12-01;2022;December;12;1;Thursday;4;dzień pracujący;brak święta;brak wakacji
336;2022-12-02;2022;December;12;2;Friday;5;dzień pracujący;brak święta;brak wakacji
337;2022-12-03;2022;December;12;3;Saturday;6;weekend;brak święta;brak wakacji
338;2022-12-04;2022;December;12;4;Sunday;7;weekend;brak święta;brak wakacji
339;2022-12-05;2022;December;12;5;Monday;1;dzień pracujący;brak święta;brak wakacji
340;2022-12-06;2022;December;12;6;Tuesday;2;dzień pracujący;brak święta;brak wakacji
341;2022-12-07;2022;December;12;7;Wednesday;3;dzień pracujący;brak święta;brak wakacji
342;2022-12-08;2022;December;12;8;Thursday;4;dzień pracujący;brak święta;brak wakacji
343;2022-12-09;2022;December;12;9;Friday;5;dzień pracujący;brak święta;brak wakacji
344;2022-12-10;2022;December;12;10;Saturday;6;weekend;brak święta;brak wakacji
345;2022-12-11;2022;December;12;11;Sunday;7;weekend;brak święta;brak wakacji
346;2022-12-12;2022;December;12;12;Monday;1;dzień pracujący;brak święta;brak wakacji
347;2022-12-13;2022;December;12;13;Tuesday;2;dzień pracujący;brak święta;brak wakacji
348;2022-12-14;2022;December;12;14;Wednesday;3;dzień pracujący;brak święta;brak wakacji
349;2022-12-15;2022;December;12;15;Thursday;4;dzień pracujący;brak święta;brak wakacji
350;2022-12-16;2022;December;12;16;Friday;5;dzień pracujący;brak święta;brak wakacji
351;2022-12-17;2022;December;12;17;Saturday;6;weekend;brak święta;brak wakacji
352;2022-12-18;2022;December;12;18;Sunday;7;weekend;brak święta;brak wakacji
353;2022-12-19;2022;December;12;19;Monday;1;dzień pracujący;brak święta;brak wakacji
354;2022-12-20;2022;December;12;20;Tuesday;2;dzień pracujący;brak święta;brak wakacji
355;2022-12-21;2022;December;12;21;Wednesday;3;dzień pracujący;brak święta;brak wakacji
356;2022-12-22;2022;December;12;22;Thursday;4;dzień pracujący;brak święta;brak wakacji
357;2022-12-23;2022;December;12;23;Friday;5;dzień pracujący;brak święta;brak wakacji
358;2022-12-24;2022;December;12;24;Saturday;6;weekend;Wigilia;brak wakacji
359;2022-12-25;2022;December;12;25;Sunday;7;weekend;Pierwszy Dzień Bożego Narodzenia;brak wakacji
360;2022-12-26;2022;December;12;26;Monday;1;dzień pracujący;Drugi Dzień Bożego Narodzenia;brak wakacji
361;2022-12-27;2022;December;12;27;Tuesday;2;dzień pracujący;brak święta;brak wakacji
362;2022-12-28;2022;December;12;28;Wednesday;3;dzień pracujący;brak święta;brak wakacji
363;2022-12-29;2022;December;12;29;Thursday;4;dzień pracujący;brak święta;brak wakacji
364;2022-12-30;2022;December;12;30;Friday;5;dzień pracujący;brak święta;brak wakacji
365;2022-12-31;2022;December;12;31;Saturday;6;weekend;brak święta;brak wakacji
366;2023-01-01;2023;January;1;1;Sunday;7;weekend;Nowy Rok;brak wakacji
367;2023-01-02;2023;January;1;2;Monday;1;dzień pracujący;brak święta;brak wakacji
368;2023-01-03;2023;January;1;3;Tuesday;2;dzień pracujący;brak święta;brak wakacji
369;2023-01-04;2023;January;1;4;Wednesday;3;dzień pracujący;brak święta;brak wakacji
370;2023-01-05;2023;January;1;5;Thursday;4;dzień pracujący;brak święta;brak wakacji
371;2023-01-06;2023;January;1;6;Friday;5;dzień pracujący;Święto Trzech Króli;brak wakacji
372;2023-01-07;2023;January;1;7;Saturday;6;weekend;brak święta;brak wakacji
373;2023-01-08;2023;January;1;8;Sunday;7;weekend;brak święta;brak wakacji
374;2023-01-09;2023;January;1;9;Monday;1;dzień pracujący;brak święta;brak wakacji
375;2023-01-10;2023;January;1;10;Tuesday;2;dzień pracujący;brak święta;brak wakacji
376;2023-01-11;2023;January;1;11;Wednesday;3;dzień pracujący;brak święta;brak wakacji
377;2023-01-12;2023;January;1;12;Thursday;4;dzień pracujący;brak święta;brak wakacji
378;2023-01-13;2023;January;1;13;Friday;5;dzień pracujący;brak święta;brak wakacji
379;2023-01-14;2023;January;1;14;Saturday;6;weekend;brak święta;brak wakacji
380;2023-01-15;2023;January;1;15;Sunday;7;weekend;brak święta;brak wakacji
381;2023-01-16;2023;January;1;16;Monday;1;dzień pracujący;brak święta;brak wakacji
382;2023-01-17;2023;January;1;17;Tuesday;2;dzień pracujący;brak święta;brak wakacji
383;2023-01-18;2023;January;1;18;Wednesday;3;dzień pracujący;brak święta;brak wakacji
384;2023-01-19;2023;January;1;19;Thursday;4;dzień pracujący;brak święta;brak wakacji
385;2023-01-20;2023;January;1;20;Friday;5;dzień pracujący;brak święta;brak wakacji
386;2023-01-21;2023;January;1;21;Saturday;6;weekend;brak święta;brak wakacji
387;2023-01-22;2023;January;1;22;Sunday;7;weekend;brak święta;brak wakacji
388;2023-01-23;2023;January;1;23;Monday;1;dzień pracujący;brak święta;brak wakacji
389;2023-01-24;2023;January;1;24;Tuesday;2;dzień pracujący;brak święta;brak wakacji
390;2023-01-25;2023;January;1;25;Wednesday;3;dzień pracujący;brak święta;brak wakacji
391;2023-01-26;2023;January;1;26;Thursday;4;dzień pracujący;brak święta;brak wakacji
392;2023-01-27;2023;January;1;27;Friday;5;dzień pracujący;brak święta;brak wakacji
393;2023-01-28;2023;January;1;28;Saturday;6;weekend;brak święta;brak wakacji
394;2023-01-29;2023;January;1;29;Sunday;7;weekend;brak święta;brak wakacji
395;2023-01-30;2023;January;1;30;Monday;1;dzień pracujący;brak święta;brak wakacji
396;2023-01-31;2023;January;1;31;Tuesday;2;dzień pracujący;brak święta;brak wakacji
397;2023-02-01;2023;February;2;1;Wednesday;3;dzień pracujący;brak święta;ferie zimowe
398;2023-02-02;2023;February;2;2;Thursday;4;dzień pracujący;brak święta;ferie zimowe
399;2023-02-03;2023;February;2;3;Friday;5;dzień pracujący;brak święta;ferie zimowe
400;2023-02-04;2023;February;2;4;Saturday;6;weekend;brak święta;ferie zimowe
401;2023-02-05;2023;February;2;5;Sunday;7;weekend;brak święta;ferie zimowe
402;2023-02-06;2023;February;2;6;Monday;1;dzień pracujący;brak święta;ferie zimowe
403;2023-02-07;2023;February;2;7;Tuesday;2;dzień pracujący;brak święta;ferie zimowe
404;2023-02-08;2023;February;2;8;Wednesday;3;dzień pracujący;brak święta;ferie zimowe
405;2023-02-09;2023;February;2;9;Thursday;4;dzień pracujący;brak święta;ferie zimowe
406;2023-02-10;2023;February;2;10;Friday;5;dzień pracujący;brak święta;ferie zimowe
407;2023-02-11;2023;February;2;11;Saturday;6;weekend;brak święta;ferie zimowe
408;2023-02-12;2023;February;2;12;Sunday;7;weekend;brak święta;ferie zimowe
409;2023-02-13;2023;February;2;13;Monday;1;dzień pracujący;brak święta;ferie zimowe
410;2023-02-14;2023;February;2;14;Tuesday;2;dzień pracujący;brak święta;ferie zimowe
411;2023-02-15;2023;February;2;15;Wednesday;3;dzień pracujący;brak święta;ferie zimowe
412;2023-02-16;2023;February;2;16;Thursday;4;dzień pracujący;brak święta;brak wakacji
413;2023-02-17;2023;February;2;17;Friday;5;dzień pracujący;brak święta;brak wakacji
414;2023-02-18;2023;February;2;18;Saturday;6;weekend;brak święta;brak wakacji
415;2023-02-19;2023;February;2;19;Sunday;7;weekend;brak święta;brak wakacji
416;2023-02-20;2023;February;2;20;Monday;1;dzień pracujący;brak święta;brak wakacji
417;2023-02-21;2023;February;2;21;Tuesday;2;dzień pracujący;brak święta;brak wakacji
418;2023-02-22;2023;February;2;22;Wednesday;3;dzień pracujący;brak święta;brak wakacji
419;2023-02-23;2023;February;2;23;Thursday;4;dzień pracujący;brak święta;brak wakacji
420;2023-02-24;2023;February;2;24;Friday;5;dzień pracujący;brak święta;brak wakacji
421;2023-02-25;2023;February;2;25;Saturday;6;weekend;brak święta;brak wakacji
422;2023-02-26;2023;February;2;26;Sunday;7;weekend;brak święta;brak wakacji
423;2023-02-27;2023;February;2;27;Monday;1;dzień pracujący;brak święta;brak wakacji
424;2023-02-28;2023;February;2;28;Tuesday;2;dzień pracujący;brak święta;brak wakacji
425;2023-03-01;2023;March;3;1;Wednesday;3;dzień pracujący;brak święta;brak wakacji
426;2023-03-02;2023;March;3;2;Thursday;4;dzień pracujący;brak święta;brak wakacji
427;2023-03-03;2023;March;3;3;Friday;5;dzień pracujący;brak święta;brak wakacji
428;2023-03-04;2023;March;3;4;Saturday;6;weekend;brak święta;brak wakacji
429;2023-03-05;2023;March;3;5;Sunday;7;weekend;brak święta;brak wakacji
430;2023-03-06;2023;March;3;6;Monday;1;dzień pracujący;brak święta;brak wakacji
431;2023-03-07;2023;March;3;7;Tuesday;2;dzień pracujący;brak święta;brak wakacji
432;2023-03-08;2023;March;3;8;Wednesday;3;dzień pracujący;brak święta;brak wakacji
433;2023-03-09;2023;March;3;9;Thursday;4;dzień pracujący;brak święta;brak wakacji
434;2023-03-10;2023;March;3;10;Friday;5;dzień pracujący;brak święta;brak wakacji
435;2023-03-11;2023;March;3;11;Saturday;6;weekend;brak święta;brak wakacji
436;2023-03-12;2023;March;3;12;Sunday;7;weekend;brak święta;brak wakacji
437;2023-03-13;2023;March;3;13;Monday;1;dzień pracujący;brak święta;brak wakacji
438;2023-03-14;2023;March;3;14;Tuesday;2;dzień pracujący;brak święta;brak wakacji
439;2023-03-15;2023;March;3;15;Wednesday;3;dzień pracujący;brak święta;brak wakacji
440;2023-03-16;2023;March;3;16;Thursday;4;dzień pracujący;brak święta;brak wakacji
441;2023-03-17;2023;March;3;17;Friday;5;dzień pracujący;brak święta;brak wakacji
442;2023-03-18;2023;March;3;18;Saturday;6;weekend;brak święta;brak wakacji
443;2023-03-19;2023;March;3;19;Sunday;7;weekend;brak święta;brak wakacji
444;2023-03-20;2023;March;3;20;Monday;1;dzień pracujący;brak święta;brak wakacji
445;2023-03-21;2023;March;3;21;Tuesday;2;dzień pracujący;brak święta;brak wakacji
446;2023-03-22;2023;March;3;22;Wednesday;3;dzień pracujący;brak święta;brak wakacji
447;2023-03-23;2023;March;3;23;Thursday;4;dzień pracujący;brak święta;brak wakacji
448;2023-03-24;2023;March;3;24;Friday;5;dzień pracujący;brak święta;brak wakacji
449;2023-03-25;2023;March;3;25;Saturday;6;weekend;brak święta;brak wakacji
450;2023-03-26;2023;March;3;26;Sunday;7;weekend;brak święta;brak wakacji
451;2023-03-27;2023;March;3;27;Monday;1;dzień pracujący;brak święta;brak wakacji
452;2023-03-28;2023;March;3;28;Tuesday;2;dzień pracujący;brak święta;brak wakacji
453;2023-03-29;2023;March;3;29;Wednesday;3;dzień pracujący;brak święta;brak wakacji
454;2023-03-30;2023;March;3;30;Thursday;4;dzień pracujący;brak święta;brak wakacji
455;2023-03-31;2023;March;3;31;Friday;5;dzień pracujący;brak święta;brak wakacji
456;2023-04-01;2023;April;4;1;Saturday;6;weekend;brak święta;brak wakacji
457;2023-04-02;2023;April;4;2;Sunday;7;weekend;brak święta;brak wakacji
458;2023-04-03;2023;April;4;3;Monday;1;dzień pracujący;brak święta;brak wakacji
459;2023-04-04;2023;April;4;4;Tuesday;2;dzień pracujący;brak święta;brak wakacji
460;2023-04-05;2023;April;4;5;Wednesday;3;dzień pracujący;brak święta;brak wakacji
461;2023-04-06;2023;April;4;6;Thursday;4;dzień pracujący;brak święta;brak wakacji
462;2023-04-07;2023;April;4;7;Friday;5;dzień pracujący;brak święta;brak wakacji
463;2023-04-08;2023;April;4;8;Saturday;6;weekend;brak święta;brak wakacji
464;2023-04-09;2023;April;4;9;Sunday;7;weekend;Wielkanoc;brak wakacji
465;2023-04-10;2023;April;4;10;Monday;1;dzień pracujący;Poniedziałek Wielkanocny;brak wakacji
466;2023-04-11;2023;April;4;11;Tuesday;2;dzień pracujący;brak święta;brak wakacji
467;2023-04-12;2023;April;4;12;Wednesday;3;dzień pracujący;brak święta;brak wakacji
468;2023-04-13;2023;April;4;13;Thursday;4;dzień pracujący;brak święta;brak wakacji
469;2023-04-14;2023;April;4;14;Friday;5;dzień pracujący;brak święta;brak wakacji
470;2023-04-15;2023;April;4;15;Saturday;6;weekend;brak święta;brak wakacji
471;2023-04-16;2023;April;4;16;Sunday;7;weekend;brak święta;brak wakacji
472;2023-04-17;2023;April;4;17;Monday;1;dzień pracujący;brak święta;brak wakacji
473;2023-04-18;2023;April;4;18;Tuesday;2;dzień pracujący;brak święta;brak wakacji
474;2023-04-19;2023;April;4;19;Wednesday;3;dzień pracujący;brak święta;brak wakacji
475;2023-04-20;2023;April;4;20;Thursday;4;dzień pracujący;brak święta;brak wakacji
476;2023-04-21;2023;April;4;21;Friday;5;dzień pracujący;brak święta;brak wakacji
477;2023-04-22;2023;April;4;22;Saturday;6;weekend;brak święta;brak wakacji
478;2023-04-23;2023;April;4;23;Sunday;7;weekend;brak święta;brak wakacji
479;2023-04-24;2023;April;4;24;Monday;1;dzień pracujący;brak święta;brak wakacji
480;2023-04-25;2023;April;4;25;Tuesday;2;dzień pracujący;brak święta;brak wakacji
481;2023-04-26;2023;April;4;26;Wednesday;3;dzień pracujący;brak święta;brak wakacji
482;2023-04-27;2023;April;4;27;Thursday;4;dzień pracujący;brak święta;brak wakacji
483;2023-04-28;2023;April;4;28;Friday;5;dzień pracujący;brak święta;brak wakacji
484;2023-04-29;2023;April;4;29;Saturday;6;weekend;brak święta;brak wakacji
485;2023-04-30;2023;April;4;30;Sunday;7;weekend;brak święta;brak wakacji
486;2023-05-01;2023;May;5;1;Monday;1;dzień pracujący;Święto Pracy;brak wakacji
487;2023-05-02;2023;May;5;2;Tuesday;2;dzień pracujący;brak święta;brak wakacji
488;2023-05-03;2023;May;5;3;Wednesday;3;dzień pracujący;Święto Konstytucji 3 Maja;brak wakacji
489;2023-05-04;2023;May;5;4;Thursday;4;dzień pracujący;brak święta;brak wakacji
490;2023-05-05;2023;May;5;5;Friday;5;dzień pracujący;brak święta;brak wakacji
491;2023-05-06;2023;May;5;6;Saturday;6;weekend;brak święta;brak wakacji
492;2023-05-07;2023;May;5;7;Sunday;7;weekend;brak święta;brak wakacji
493;2023-05-08;2023;May;5;8;Monday;1;dzień pracujący;brak święta;brak wakacji
494;2023-05-09;2023;May;5;9;Tuesday;2;dzień pracujący;brak święta;brak wakacji
495;2023-05-10;2023;May;5;10;Wednesday;3;dzień pracujący;brak święta;brak wakacji
496;2023-05-11;2023;May;5;11;Thursday;4;dzień pracujący;brak święta;brak wakacji
497;2023-05-12;2023;May;5;12;Friday;5;dzień pracujący;brak święta;brak wakacji
498;2023-05-13;2023;May;5;13;Saturday;6;weekend;brak święta;brak wakacji
499;2023-05-14;2023;May;5;14;Sunday;7;weekend;brak święta;brak wakacji
500;2023-05-15;2023;May;5;15;Monday;1;dzień pracujący;brak święta;brak wakacji
501;2023-05-16;2023;May;5;16;Tuesday;2;dzień pracujący;brak święta;brak wakacji
502;2023-05-17;2023;May;5;17;Wednesday;3;dzień pracujący;brak święta;brak wakacji
503;2023-05-18;2023;May;5;18;Thursday;4;dzień pracujący;brak święta;brak wakacji
504;2023-05-19;2023;May;5;19;Friday;5;dzień pracujący;brak święta;brak wakacji
505;2023-05-20;2023;May;5;20;Saturday;6;weekend;brak święta;brak wakacji
506;2023-05-21;2023;May;5;21;Sunday;7;weekend;brak święta;brak wakacji
507;2023-05-22;2023;May;5;22;Monday;1;dzień pracujący;brak święta;brak wakacji
508;2023-05-23;2023;May;5;23;Tuesday;2;dzień pracujący;brak święta;brak wakacji
509;2023-05-24;2023;May;5;24;Wednesday;3;dzień pracujący;brak święta;brak wakacji
510;2023-05-25;2023;May;5;25;Thursday;4;dzień pracujący;brak święta;brak wakacji
511;2023-05-26;2023;May;5;26;Friday;5;dzień pracujący;brak święta;brak wakacji
512;2023-05-27;2023;May;5;27;Saturday;6;weekend;brak święta;brak wakacji
513;2023-05-28;2023;May;5;28;Sunday;7;weekend;Zielone Świątki;brak wakacji
514;2023-05-29;2023;May;5;29;Monday;1;dzień pracujący;brak święta;brak wakacji
515;2023-05-30;2023;May;5;30;Tuesday;2;dzień pracujący;brak święta;brak wakacji
516;2023-05-31;2023;May;5;31;Wednesday;3;dzień pracujący;brak święta;brak wakacji
517;2023-06-01;2023;June;6;1;Thursday;4;dzień pracujący;brak święta;brak wakacji
518;2023-06-02;2023;June;6;2;Friday;5;dzień pracujący;brak święta;brak wakacji
519;2023-06-03;2023;June;6;3;Saturday;6;weekend;brak święta;brak wakacji
520;2023-06-04;2023;June;6;4;Sunday;7;weekend;brak święta;brak wakacji
521;2023-06-05;2023;June;6;5;Monday;1;dzień pracujący;brak święta;brak wakacji
522;2023-06-06;2023;June;6;6;Tuesday;2;dzień pracujący;brak święta;brak wakacji
523;2023-06-07;2023;June;6;7;Wednesday;3;dzień pracujący;brak święta;brak wakacji
524;2023-06-08;2023;June;6;8;Thursday;4;dzień pracujący;Boże Ciało;brak wakacji
525;2023-06-09;2023;June;6;9;Friday;5;dzień pracujący;brak święta;brak wakacji
526;2023-06-10;2023;June;6;10;Saturday;6;weekend;brak święta;brak wakacji
527;2023-06-11;2023;June;6;11;Sunday;7;weekend;brak święta;brak wakacji
528;2023-06-12;2023;June;6;12;Monday;1;dzień pracujący;brak święta;brak wakacji
529;2023-06-13;2023;June;6;13;Tuesday;2;dzień pracujący;brak święta;brak wakacji
530;2023-06-14;2023;June;6;14;Wednesday;3;dzień pracujący;brak święta;brak wakacji
531;2023-06-15;2023;June;6;15;Thursday;4;dzień pracujący;brak święta;brak wakacji
532;2023-06-16;2023;June;6;16;Friday;5;dzień pracujący;brak święta;brak wakacji
533;2023-06-17;2023;June;6;17;Saturday;6;weekend;brak święta;brak wakacji
534;2023-06-18;2023;June;6;18;Sunday;7;weekend;brak święta;brak wakacji
535;2023-06-19;2023;June;6;19;Monday;1;dzień pracujący;brak święta;brak wakacji
536;2023-06-20;2023;June;6;20;Tuesday;2;dzień pracujący;brak święta;brak wakacji
537;2023-06-21;2023;June;6;21;Wednesday;3;dzień pracujący;brak święta;brak wakacji
538;2023-06-22;2023;June;6;22;Thursday;4;dzień pracujący;brak święta;brak wakacji
539;2023-06-23;2023;June;6;23;Friday;5;dzień pracujący;brak święta;brak wakacji
540;2023-06-24;2023;June;6;24;Saturday;6;weekend;brak święta;brak wakacji
541;2023-06-25;2023;June;6;25;Sunday;7;weekend;brak święta;brak wakacji
542;2023-06-26;2023;June;6;26;Monday;1;dzień pracujący;brak święta;brak wakacji
543;2023-06-27;2023;June;6;27;Tuesday;2;dzień pracujący;brak święta;brak wakacji
544;2023-06-28;2023;June;6;28;Wednesday;3;dzień pracujący;brak święta;brak wakacji
545;2023-06-29;2023;June;6;29;Thursday;4;dzień pracujący;brak święta;brak wakacji
546;2023-06-30;2023;June;6;30;Friday;5;dzień pracujący;brak święta;brak wakacji
547;2023-07-01;2023;July;7;1;Saturday;6;weekend;brak święta;wakacje letnie
548;2023-07-02;2023;July;7;2;Sunday;7;weekend;brak święta;wakacje letnie
549;2023-07-03;2023;July;7;3;Monday;1;dzień pracujący;brak święta;wakacje letnie
550;2023-07-04;2023;July;7;4;Tuesday;2;dzień pracujący;brak święta;wakacje letnie
551;2023-07-05;2023;July;7;5;Wednesday;3;dzień pracujący;brak święta;wakacje letnie
552;2023-07-06;2023;July;7;6;Thursday;4;dzień pracujący;brak święta;wakacje letnie
553;2023-07-07;2023;July;7;7;Friday;5;dzień pracujący;brak święta;wakacje letnie
554;2023-07-08;2023;July;7;8;Saturday;6;weekend;brak święta;wakacje letnie
555;2023-07-09;2023;July;7;9;Sunday;7;weekend;brak święta;wakacje letnie
556;2023-07-10;2023;July;7;10;Monday;1;dzień pracujący;brak święta;wakacje letnie
557;2023-07-11;2023;July;7;11;Tuesday;2;dzień pracujący;brak święta;wakacje letnie
558;2023-07-12;2023;July;7;12;Wednesday;3;dzień pracujący;brak święta;wakacje letnie
559;2023-07-13;2023;July;7;13;Thursday;4;dzień pracujący;brak święta;wakacje letnie
560;2023-07-14;2023;July;7;14;Friday;5;dzień pracujący;brak święta;wakacje letnie
561;2023-07-15;2023;July;7;15;Saturday;6;weekend;brak święta;wakacje letnie
562;2023-07-16;2023;July;7;16;Sunday;7;weekend;brak święta;wakacje letnie
563;2023-07-17;2023;July;7;17;Monday;1;dzień pracujący;brak święta;wakacje letnie
564;2023-07-18;2023;July;7;18;Tuesday;2;dzień pracujący;brak święta;wakacje letnie
565;2023-07-19;2023;July;7;19;Wednesday;3;dzień pracujący;brak święta;wakacje letnie
566;2023-07-20;2023;July;7;20;Thursday;4;dzień pracujący;brak święta;wakacje letnie
567;2023-07-21;2023;July;7;21;Friday;5;dzień pracujący;brak święta;wakacje letnie
568;2023-07-22;2023;July;7;22;Saturday;6;weekend;brak święta;wakacje letnie
569;2023-07-23;2023;July;7;23;Sunday;7;weekend;brak święta;wakacje letnie
570;2023-07-24;2023;July;7;24;Monday;1;dzień pracujący;brak święta;wakacje letnie
571;2023-07-25;2023;July;7;25;Tuesday;2;dzień pracujący;brak święta;wakacje letnie
572;2023-07-26;2023;July;7;26;Wednesday;3;dzień pracujący;brak święta;wakacje letnie
573;2023-07-27;2023;July;7;27;Thursday;4;dzień pracujący;brak święta;wakacje letnie
574;2023-07-28;2023;July;7;28;Friday;5;dzień pracujący;brak święta;wakacje letnie
575;2023-07-29;2023;July;7;29;Saturday;6;weekend;brak święta;wakacje letnie
576;2023-07-30;2023;July;7;30;Sunday;7;weekend;brak święta;wakacje letnie
577;2023-07-31;2023;July;7;31;Monday;1;dzień pracujący;brak święta;wakacje letnie
578;2023-08-01;2023;August;8;1;Tuesday;2;dzień pracujący;brak święta;wakacje letnie
579;2023-08-02;2023;August;8;2;Wednesday;3;dzień pracujący;brak święta;wakacje letnie
580;2023-08-03;2023;August;8;3;Thursday;4;dzień pracujący;brak święta;wakacje letnie
581;2023-08-04;2023;August;8;4;Friday;5;dzień pracujący;brak święta;wakacje letnie
582;2023-08-05;2023;August;8;5;Saturday;6;weekend;brak święta;wakacje letnie
583;2023-08-06;2023;August;8;6;Sunday;7;weekend;brak święta;wakacje letnie
584;2023-08-07;2023;August;8;7;Monday;1;dzień pracujący;brak święta;wakacje letnie
585;2023-08-08;2023;August;8;8;Tuesday;2;dzień pracujący;brak święta;wakacje letnie
586;2023-08-09;2023;August;8;9;Wednesday;3;dzień pracujący;brak święta;wakacje letnie
587;2023-08-10;2023;August;8;10;Thursday;4;dzień pracujący;brak święta;wakacje letnie
588;2023-08-11;2023;August;8;11;Friday;5;dzień pracujący;brak święta;wakacje letnie
589;2023-08-12;2023;August;8;12;Saturday;6;weekend;brak święta;wakacje letnie
590;2023-08-13;2023;August;8;13;Sunday;7;weekend;brak święta;wakacje letnie
591;2023-08-14;2023;August;8;14;Monday;1;dzień pracujący;brak święta;wakacje letnie
592;2023-08-15;2023;August;8;15;Tuesday;2;dzień pracujący;Wniebowstąpienie NMP;wakacje letnie
593;2023-08-16;2023;August;8;16;Wednesday;3;dzień pracujący;brak święta;wakacje letnie
594;2023-08-17;2023;August;8;17;Thursday;4;dzień pracujący;brak święta;wakacje letnie
595;2023-08-18;2023;August;8;18;Friday;5;dzień pracujący;brak święta;wakacje letnie
596;2023-08-19;2023;August;8;19;Saturday;6;weekend;brak święta;wakacje letnie
597;2023-08-20;2023;August;8;20;Sunday;7;weekend;brak święta;wakacje letnie
598;2023-08-21;2023;August;8;21;Monday;1;dzień pracujący;brak święta;wakacje letnie
599;2023-08-22;2023;August;8;22;Tuesday;2;dzień pracujący;brak święta;wakacje letnie
600;2023-08-23;2023;August;8;23;Wednesday;3;dzień pracujący;brak święta;wakacje letnie
601;2023-08-24;2023;August;8;24;Thursday;4;dzień pracujący;brak święta;wakacje letnie
602;2023-08-25;2023;August;8;25;Friday;5;dzień pracujący;brak święta;wakacje letnie
603;2023-08-26;2023;August;8;26;Saturday;6;weekend;brak święta;wakacje letnie
604;2023-08-27;2023;August;8;27;Sunday;7;weekend;brak święta;wakacje letnie
605;2023-08-28;2023;August;8;28;Monday;1;dzień pracujący;brak święta;wakacje letnie
606;2023-08-29;2023;August;8;29;Tuesday;2;dzień pracujący;brak święta;wakacje letnie
607;2023-08-30;2023;August;8;30;Wednesday;3;dzień pracujący;brak święta;wakacje letnie
608;2023-08-31;2023;August;8;31;Thursday;4;dzień pracujący;brak święta;wakacje letnie
609;2023-09-01;2023;September;9;1;Friday;5;dzień pracujący;brak święta;brak wakacji
610;2023-09-02;2023;September;9;2;Saturday;6;weekend;brak święta;brak wakacji
611;2023-09-03;2023;September;9;3;Sunday;7;weekend;brak święta;brak wakacji
612;2023-09-04;2023;September;9;4;Monday;1;dzień pracujący;brak święta;brak wakacji
613;2023-09-05;2023;September;9;5;Tuesday;2;dzień pracujący;brak święta;brak wakacji
614;2023-09-06;2023;September;9;6;Wednesday;3;dzień pracujący;brak święta;brak wakacji
615;2023-09-07;2023;September;9;7;Thursday;4;dzień pracujący;brak święta;brak wakacji
616;2023-09-08;2023;September;9;8;Friday;5;dzień pracujący;brak święta;brak wakacji
617;2023-09-09;2023;September;9;9;Saturday;6;weekend;brak święta;brak wakacji
618;2023-09-10;2023;September;9;10;Sunday;7;weekend;brak święta;brak wakacji
619;2023-09-11;2023;September;9;11;Monday;1;dzień pracujący;brak święta;brak wakacji
620;2023-09-12;2023;September;9;12;Tuesday;2;dzień pracujący;brak święta;brak wakacji
621;2023-09-13;2023;September;9;13;Wednesday;3;dzień pracujący;brak święta;brak wakacji
622;2023-09-14;2023;September;9;14;Thursday;4;dzień pracujący;brak święta;brak wakacji
623;2023-09-15;2023;September;9;15;Friday;5;dzień pracujący;brak święta;brak wakacji
624;2023-09-16;2023;September;9;16;Saturday;6;weekend;brak święta;brak wakacji
625;2023-09-17;2023;September;9;17;Sunday;7;weekend;brak święta;brak wakacji
